date,location,new_cases,new_deaths,total_cases,total_deaths
1/4/20,Belgium,0,0,0,0
1/5/20,Belgium,0,0,0,0
1/6/20,Belgium,0,0,0,0
1/7/20,Belgium,0,0,0,0
1/8/20,Belgium,0,0,0,0
1/9/20,Belgium,0,0,0,0
1/10/20,Belgium,0,0,0,0
1/11/20,Belgium,0,0,0,0
1/12/20,Belgium,0,0,0,0
1/13/20,Belgium,0,0,0,0
1/14/20,Belgium,0,0,0,0
1/15/20,Belgium,0,0,0,0
1/16/20,Belgium,0,0,0,0
1/17/20,Belgium,0,0,0,0
1/18/20,Belgium,0,0,0,0
1/19/20,Belgium,0,0,0,0
1/20/20,Belgium,0,0,0,0
1/21/20,Belgium,0,0,0,0
1/22/20,Belgium,0,0,0,0
1/23/20,Belgium,0,0,0,0
1/24/20,Belgium,0,0,0,0
1/25/20,Belgium,0,0,0,0
1/26/20,Belgium,0,0,0,0
1/27/20,Belgium,0,0,0,0
1/28/20,Belgium,0,0,0,0
1/29/20,Belgium,0,0,0,0
1/30/20,Belgium,0,0,0,0
1/31/20,Belgium,0,0,0,0
2/1/20,Belgium,0,0,0,0
2/2/20,Belgium,0,0,0,0
2/3/20,Belgium,0,0,0,0
2/4/20,Belgium,1,0,1,0
2/5/20,Belgium,0,0,1,0
2/6/20,Belgium,0,0,1,0
2/7/20,Belgium,0,0,1,0
2/8/20,Belgium,0,0,1,0
2/9/20,Belgium,0,0,1,0
2/10/20,Belgium,0,0,1,0
2/11/20,Belgium,0,0,1,0
2/12/20,Belgium,0,0,1,0
2/13/20,Belgium,0,0,1,0
2/14/20,Belgium,0,0,1,0
2/15/20,Belgium,0,0,1,0
2/16/20,Belgium,0,0,1,0
2/17/20,Belgium,0,0,1,0
2/18/20,Belgium,0,0,1,0
2/19/20,Belgium,0,0,1,0
2/20/20,Belgium,0,0,1,0
2/21/20,Belgium,0,0,1,0
2/22/20,Belgium,0,0,1,0
2/23/20,Belgium,0,0,1,0
2/24/20,Belgium,0,0,1,0
2/25/20,Belgium,0,0,1,0
2/26/20,Belgium,0,0,1,0
2/27/20,Belgium,0,0,1,0
2/28/20,Belgium,0,0,1,0
2/29/20,Belgium,0,0,1,0
3/1/20,Belgium,0,0,1,0
3/2/20,Belgium,1,0,2,0
3/3/20,Belgium,6,0,8,0
3/4/20,Belgium,5,0,13,0
3/5/20,Belgium,10,0,23,0
3/6/20,Belgium,27,0,50,0
3/7/20,Belgium,59,0,109,0
3/8/20,Belgium,60,0,169,0
3/9/20,Belgium,31,0,200,0
3/10/20,Belgium,39,0,239,0
3/11/20,Belgium,28,0,267,0
3/12/20,Belgium,47,3,314,3
3/13/20,Belgium,85,0,399,3
3/14/20,Belgium,160,0,559,3
3/15/20,Belgium,130,1,689,4
3/16/20,Belgium,197,0,886,4
3/17/20,Belgium,199,1,1085,5
3/18/20,Belgium,158,0,1243,5
3/19/20,Belgium,243,9,1486,14
3/20/20,Belgium,309,7,1795,21
3/21/20,Belgium,462,16,2257,37
3/22/20,Belgium,558,30,2815,67
3/23/20,Belgium,586,8,3401,75
3/24/20,Belgium,342,13,3743,88
3/25/20,Belgium,526,34,4269,122
3/24/20,Belize,1,0,1,0
3/25/20,Belize,0,0,1,0
3/17/20,Benin,1,0,1,0
3/18/20,Benin,0,0,1,0
3/19/20,Benin,0,0,1,0
3/20/20,Benin,1,0,2,0
3/21/20,Benin,0,0,2,0
3/22/20,Benin,0,0,2,0
3/23/20,Benin,0,0,2,0
3/24/20,Benin,3,0,5,0
3/25/20,Benin,0,0,5,0
3/20/20,Bermuda,2,0,2,0
3/21/20,Bermuda,0,0,2,0
3/22/20,Bermuda,0,0,2,0
3/23/20,Bermuda,4,0,6,0
3/24/20,Bermuda,0,0,6,0
3/25/20,Bermuda,0,0,6,0
3/6/20,Bhutan,1,0,1,0
3/13/20,Bhutan,0,0,1,0
3/15/20,Bhutan,0,0,1,0
3/17/20,Bhutan,0,0,1,0
3/18/20,Bhutan,0,0,1,0
3/19/20,Bhutan,0,0,1,0
3/20/20,Bhutan,0,0,1,0
3/21/20,Bhutan,1,0,2,0
3/22/20,Bhutan,0,0,2,0
3/23/20,Bhutan,0,0,2,0
3/24/20,Bhutan,0,0,2,0
3/25/20,Bhutan,0,0,2,0
3/12/20,Bolivia,2,0,2,0
3/13/20,Bolivia,1,0,3,0
3/14/20,Bolivia,7,0,10,0
3/15/20,Bolivia,0,0,10,0
3/17/20,Bolivia,1,0,11,0
3/18/20,Bolivia,1,0,12,0
3/19/20,Bolivia,0,0,12,0
3/20/20,Bolivia,3,0,15,0
3/21/20,Bolivia,4,0,19,0
3/22/20,Bolivia,1,0,20,0
3/23/20,Bolivia,7,0,27,0
3/24/20,Bolivia,1,0,28,0
3/25/20,Bolivia,4,0,32,0
3/6/20,Bosnia and Herzegovina,2,0,2,0
3/12/20,Bosnia and Herzegovina,1,0,3,0
3/13/20,Bosnia and Herzegovina,0,0,3,0
3/16/20,Bosnia and Herzegovina,15,0,18,0
3/17/20,Bosnia and Herzegovina,3,0,21,0
3/18/20,Bosnia and Herzegovina,0,0,21,0
3/19/20,Bosnia and Herzegovina,15,0,36,0
3/20/20,Bosnia and Herzegovina,8,0,44,0
3/21/20,Bosnia and Herzegovina,0,0,44,0
3/22/20,Bosnia and Herzegovina,48,1,92,1
3/23/20,Bosnia and Herzegovina,33,0,125,1
3/24/20,Bosnia and Herzegovina,4,0,129,1
3/25/20,Bosnia and Herzegovina,33,1,162,2
12/31/19,Brazil,0,0,0,0
1/1/20,Brazil,0,0,0,0
1/2/20,Brazil,0,0,0,0
1/3/20,Brazil,0,0,0,0
1/4/20,Brazil,0,0,0,0
1/5/20,Brazil,0,0,0,0
1/6/20,Brazil,0,0,0,0
1/7/20,Brazil,0,0,0,0
1/8/20,Brazil,0,0,0,0
1/9/20,Brazil,0,0,0,0
1/10/20,Brazil,0,0,0,0
1/11/20,Brazil,0,0,0,0
1/12/20,Brazil,0,0,0,0
1/13/20,Brazil,0,0,0,0
1/14/20,Brazil,0,0,0,0
1/15/20,Brazil,0,0,0,0
1/16/20,Brazil,0,0,0,0
1/17/20,Brazil,0,0,0,0
1/18/20,Brazil,0,0,0,0
1/19/20,Brazil,0,0,0,0
1/20/20,Brazil,0,0,0,0
1/21/20,Brazil,0,0,0,0
1/22/20,Brazil,0,0,0,0
1/23/20,Brazil,0,0,0,0
1/24/20,Brazil,0,0,0,0
1/25/20,Brazil,0,0,0,0
1/26/20,Brazil,0,0,0,0
1/27/20,Brazil,0,0,0,0
1/28/20,Brazil,0,0,0,0
1/29/20,Brazil,0,0,0,0
1/30/20,Brazil,0,0,0,0
1/31/20,Brazil,0,0,0,0
2/1/20,Brazil,0,0,0,0
2/2/20,Brazil,0,0,0,0
2/3/20,Brazil,0,0,0,0
2/4/20,Brazil,0,0,0,0
2/5/20,Brazil,0,0,0,0
2/6/20,Brazil,0,0,0,0
2/7/20,Brazil,0,0,0,0
2/8/20,Brazil,0,0,0,0
2/9/20,Brazil,0,0,0,0
2/10/20,Brazil,0,0,0,0
2/11/20,Brazil,0,0,0,0
2/12/20,Brazil,0,0,0,0
2/13/20,Brazil,0,0,0,0
2/14/20,Brazil,0,0,0,0
2/15/20,Brazil,0,0,0,0
2/16/20,Brazil,0,0,0,0
2/17/20,Brazil,0,0,0,0
2/18/20,Brazil,0,0,0,0
2/19/20,Brazil,0,0,0,0
2/20/20,Brazil,0,0,0,0
2/21/20,Brazil,0,0,0,0
2/22/20,Brazil,0,0,0,0
2/23/20,Brazil,0,0,0,0
2/24/20,Brazil,0,0,0,0
2/25/20,Brazil,0,0,0,0
2/26/20,Brazil,1,0,1,0
2/27/20,Brazil,0,0,1,0
2/28/20,Brazil,0,0,1,0
2/29/20,Brazil,0,0,1,0
3/1/20,Brazil,1,0,2,0
3/2/20,Brazil,0,0,2,0
3/5/20,Brazil,1,0,3,0
3/6/20,Brazil,5,0,8,0
3/7/20,Brazil,5,0,13,0
3/8/20,Brazil,0,0,13,0
3/9/20,Brazil,12,0,25,0
3/11/20,Brazil,9,0,34,0
3/12/20,Brazil,18,0,52,0
3/13/20,Brazil,25,0,77,0
3/14/20,Brazil,21,0,98,0
3/15/20,Brazil,23,0,121,0
3/16/20,Brazil,79,0,200,0
3/17/20,Brazil,34,0,234,0
3/18/20,Brazil,57,1,291,1
3/19/20,Brazil,137,3,428,4
3/20/20,Brazil,193,2,621,6
3/21/20,Brazil,283,5,904,11
3/22/20,Brazil,224,7,1128,18
3/23/20,Brazil,418,7,1546,25
3/24/20,Brazil,345,9,1891,34
3/25/20,Brazil,310,12,2201,46
3/10/20,Brunei,1,0,1,0
3/12/20,Brunei,10,0,11,0
3/13/20,Brunei,14,0,25,0
3/14/20,Brunei,12,0,37,0
3/15/20,Brunei,3,0,40,0
3/16/20,Brunei,10,0,50,0
3/17/20,Brunei,4,0,54,0
3/18/20,Brunei,2,0,56,0
3/19/20,Brunei,12,0,68,0
3/20/20,Brunei,5,0,73,0
3/21/20,Brunei,5,0,78,0
3/22/20,Brunei,5,0,83,0
3/23/20,Brunei,5,0,88,0
3/24/20,Brunei,3,0,91,0
3/25/20,Brunei,13,0,104,0
3/8/20,Bulgaria,2,0,2,0
3/9/20,Bulgaria,2,0,4,0
3/12/20,Bulgaria,3,1,7,1
3/13/20,Bulgaria,16,0,23,1
3/14/20,Bulgaria,8,0,31,1
3/15/20,Bulgaria,10,1,41,2
3/16/20,Bulgaria,10,0,51,2
3/17/20,Bulgaria,11,0,62,2
3/18/20,Bulgaria,19,0,81,2
3/19/20,Bulgaria,11,0,92,2
3/20/20,Bulgaria,13,1,105,3
3/21/20,Bulgaria,22,0,127,3
3/22/20,Bulgaria,36,0,163,3
3/23/20,Bulgaria,22,0,185,3
3/24/20,Bulgaria,16,0,201,3
3/25/20,Bulgaria,19,0,220,3
3/11/20,Burkina Faso,2,0,2,0
3/12/20,Burkina Faso,0,0,2,0
3/15/20,Burkina Faso,1,0,3,0
3/16/20,Burkina Faso,0,0,3,0
3/17/20,Burkina Faso,17,0,20,0
3/18/20,Burkina Faso,0,0,20,0
3/19/20,Burkina Faso,6,1,26,1
3/20/20,Burkina Faso,7,0,33,1
3/21/20,Burkina Faso,7,0,40,1
3/22/20,Burkina Faso,24,2,64,3
3/23/20,Burkina Faso,0,0,64,3
3/24/20,Burkina Faso,11,0,75,3
3/25/20,Burkina Faso,24,0,99,3
12/31/19,Cambodia,0,0,0,0
1/1/20,Cambodia,0,0,0,0
1/2/20,Cambodia,0,0,0,0
1/3/20,Cambodia,0,0,0,0
1/4/20,Cambodia,0,0,0,0
1/5/20,Cambodia,0,0,0,0
1/6/20,Cambodia,0,0,0,0
1/7/20,Cambodia,0,0,0,0
1/8/20,Cambodia,0,0,0,0
1/9/20,Cambodia,0,0,0,0
1/10/20,Cambodia,0,0,0,0
1/11/20,Cambodia,0,0,0,0
1/12/20,Cambodia,0,0,0,0
1/13/20,Cambodia,0,0,0,0
1/14/20,Cambodia,0,0,0,0
1/15/20,Cambodia,0,0,0,0
1/16/20,Cambodia,0,0,0,0
1/17/20,Cambodia,0,0,0,0
1/18/20,Cambodia,0,0,0,0
1/19/20,Cambodia,0,0,0,0
1/20/20,Cambodia,0,0,0,0
1/21/20,Cambodia,0,0,0,0
1/22/20,Cambodia,0,0,0,0
1/23/20,Cambodia,0,0,0,0
1/24/20,Cambodia,0,0,0,0
1/25/20,Cambodia,0,0,0,0
1/26/20,Cambodia,0,0,0,0
1/27/20,Cambodia,0,0,0,0
1/28/20,Cambodia,1,0,1,0
1/29/20,Cambodia,0,0,1,0
1/30/20,Cambodia,0,0,1,0
1/31/20,Cambodia,0,0,1,0
2/1/20,Cambodia,0,0,1,0
2/2/20,Cambodia,0,0,1,0
2/3/20,Cambodia,0,0,1,0
2/4/20,Cambodia,0,0,1,0
2/5/20,Cambodia,0,0,1,0
2/6/20,Cambodia,0,0,1,0
2/7/20,Cambodia,0,0,1,0
2/8/20,Cambodia,0,0,1,0
2/9/20,Cambodia,0,0,1,0
2/10/20,Cambodia,0,0,1,0
2/11/20,Cambodia,0,0,1,0
2/12/20,Cambodia,0,0,1,0
2/13/20,Cambodia,0,0,1,0
2/14/20,Cambodia,0,0,1,0
2/15/20,Cambodia,0,0,1,0
2/16/20,Cambodia,0,0,1,0
2/17/20,Cambodia,0,0,1,0
2/18/20,Cambodia,0,0,1,0
2/19/20,Cambodia,0,0,1,0
2/20/20,Cambodia,0,0,1,0
2/21/20,Cambodia,0,0,1,0
2/22/20,Cambodia,0,0,1,0
2/23/20,Cambodia,0,0,1,0
2/24/20,Cambodia,0,0,1,0
2/25/20,Cambodia,0,0,1,0
2/26/20,Cambodia,0,0,1,0
2/27/20,Cambodia,0,0,1,0
2/28/20,Cambodia,0,0,1,0
2/29/20,Cambodia,0,0,1,0
3/1/20,Cambodia,0,0,1,0
3/2/20,Cambodia,0,0,1,0
3/8/20,Cambodia,1,0,2,0
3/12/20,Cambodia,1,0,3,0
3/13/20,Cambodia,2,0,5,0
3/15/20,Cambodia,2,0,7,0
3/16/20,Cambodia,5,0,12,0
3/17/20,Cambodia,12,0,24,0
3/18/20,Cambodia,0,0,24,0
3/19/20,Cambodia,0,0,24,0
3/20/20,Cambodia,0,0,24,0
3/21/20,Cambodia,23,0,47,0
3/22/20,Cambodia,4,0,51,0
3/23/20,Cambodia,35,0,86,0
3/24/20,Cambodia,1,0,87,0
3/25/20,Cambodia,4,0,91,0
3/7/20,Cameroon,1,0,1,0
3/9/20,Cameroon,1,0,2,0
3/15/20,Cameroon,1,0,3,0
3/16/20,Cameroon,1,0,4,0
3/17/20,Cameroon,0,0,4,0
3/18/20,Cameroon,6,0,10,0
3/19/20,Cameroon,0,0,10,0
3/20/20,Cameroon,4,0,14,0
3/21/20,Cameroon,13,0,27,0
3/22/20,Cameroon,0,0,27,0
3/23/20,Cameroon,0,0,27,0
3/24/20,Cameroon,29,0,56,0
3/25/20,Cameroon,16,1,72,1
12/31/19,Canada,0,0,0,0
1/1/20,Canada,0,0,0,0
1/2/20,Canada,0,0,0,0
1/3/20,Canada,0,0,0,0
1/4/20,Canada,0,0,0,0
1/5/20,Canada,0,0,0,0
1/6/20,Canada,0,0,0,0
1/7/20,Canada,0,0,0,0
1/8/20,Canada,0,0,0,0
1/9/20,Canada,0,0,0,0
1/10/20,Canada,0,0,0,0
1/11/20,Canada,0,0,0,0
1/12/20,Canada,0,0,0,0
1/13/20,Canada,0,0,0,0
1/14/20,Canada,0,0,0,0
1/15/20,Canada,0,0,0,0
1/16/20,Canada,0,0,0,0
1/17/20,Canada,0,0,0,0
1/18/20,Canada,0,0,0,0
1/19/20,Canada,0,0,0,0
1/20/20,Canada,0,0,0,0
1/21/20,Canada,0,0,0,0
1/22/20,Canada,0,0,0,0
1/23/20,Canada,0,0,0,0
1/24/20,Canada,0,0,0,0
1/25/20,Canada,0,0,0,0
1/26/20,Canada,1,0,1,0
1/27/20,Canada,0,0,1,0
1/28/20,Canada,1,0,2,0
1/29/20,Canada,1,0,3,0
1/30/20,Canada,0,0,3,0
1/31/20,Canada,0,0,3,0
2/1/20,Canada,1,0,4,0
2/2/20,Canada,0,0,4,0
2/3/20,Canada,0,0,4,0
2/4/20,Canada,0,0,4,0
2/5/20,Canada,1,0,5,0
2/6/20,Canada,0,0,5,0
2/7/20,Canada,2,0,7,0
2/8/20,Canada,0,0,7,0
2/9/20,Canada,0,0,7,0
2/10/20,Canada,0,0,7,0
2/11/20,Canada,0,0,7,0
2/12/20,Canada,0,0,7,0
2/13/20,Canada,0,0,7,0
2/14/20,Canada,0,0,7,0
2/15/20,Canada,1,0,8,0
2/16/20,Canada,0,0,8,0
2/17/20,Canada,0,0,8,0
2/18/20,Canada,0,0,8,0
2/19/20,Canada,0,0,8,0
2/20/20,Canada,0,0,8,0
2/21/20,Canada,1,0,9,0
2/22/20,Canada,0,0,9,0
2/23/20,Canada,0,0,9,0
2/24/20,Canada,0,0,9,0
2/25/20,Canada,2,0,11,0
2/26/20,Canada,0,0,11,0
2/27/20,Canada,1,0,12,0
2/28/20,Canada,2,0,14,0
2/29/20,Canada,2,0,16,0
3/1/20,Canada,4,0,20,0
3/2/20,Canada,4,0,24,0
3/3/20,Canada,3,0,27,0
3/4/20,Canada,3,0,30,0
3/5/20,Canada,3,0,33,0
3/6/20,Canada,12,0,45,0
3/7/20,Canada,6,0,51,0
3/8/20,Canada,6,0,57,0
3/9/20,Canada,5,0,62,0
3/10/20,Canada,15,1,77,1
3/11/20,Canada,16,0,93,1
3/12/20,Canada,10,0,103,1
3/13/20,Canada,35,0,138,1
3/14/20,Canada,38,0,176,1
3/15/20,Canada,68,0,244,1
3/16/20,Canada,60,0,304,1
3/17/20,Canada,120,3,424,4
3/18/20,Canada,145,4,569,8
3/19/20,Canada,121,1,690,9
3/20/20,Canada,156,1,846,10
3/21/20,Canada,125,2,971,12
3/22/20,Canada,260,1,1231,13
3/23/20,Canada,199,5,1430,18
3/24/20,Canada,216,6,1646,24
3/25/20,Canada,313,3,1959,27
3/21/20,Cape Verde,2,0,2,0
3/22/20,Cape Verde,1,0,3,0
3/23/20,Cape Verde,0,0,3,0
3/24/20,Cape Verde,0,0,3,0
3/25/20,Cape Verde,0,1,3,1
3/20/20,Cayman Islands,1,0,1,0
3/21/20,Cayman Islands,2,1,3,1
3/22/20,Cayman Islands,0,0,3,1
3/23/20,Cayman Islands,0,0,3,1
3/24/20,Cayman Islands,0,0,3,1
3/25/20,Cayman Islands,0,0,3,1
3/16/20,Central African Republic,1,0,1,0
3/17/20,Central African Republic,0,0,1,0
3/18/20,Central African Republic,0,0,1,0
3/19/20,Central African Republic,0,0,1,0
3/20/20,Central African Republic,0,0,1,0
3/21/20,Central African Republic,0,0,1,0
3/22/20,Central African Republic,2,0,3,0
3/23/20,Central African Republic,1,0,4,0
3/24/20,Central African Republic,0,0,4,0
3/25/20,Central African Republic,0,0,4,0
3/20/20,Chad,1,0,1,0
3/21/20,Chad,0,0,1,0
3/22/20,Chad,1,0,2,0
3/23/20,Chad,0,0,2,0
3/24/20,Chad,0,0,2,0
3/25/20,Chad,1,0,3,0
3/4/20,Chile,1,0,1,0
3/5/20,Chile,2,0,3,0
3/6/20,Chile,1,0,4,0
3/7/20,Chile,1,0,5,0
3/9/20,Chile,5,0,10,0
3/10/20,Chile,3,0,13,0
3/11/20,Chile,4,0,17,0
3/12/20,Chile,6,0,23,0
3/13/20,Chile,10,0,33,0
3/14/20,Chile,10,0,43,0
3/15/20,Chile,18,0,61,0
3/16/20,Chile,14,0,75,0
3/17/20,Chile,81,0,156,0
3/18/20,Chile,45,0,201,0
3/19/20,Chile,37,0,238,0
3/20/20,Chile,104,0,342,0
3/21/20,Chile,92,0,434,0
3/22/20,Chile,103,0,537,0
3/23/20,Chile,95,1,632,1
3/24/20,Chile,114,1,746,2
3/25/20,Chile,176,0,922,2
12/31/19,China,27,0,27,0
1/1/20,China,0,0,27,0
1/2/20,China,0,0,27,0
1/3/20,China,17,0,44,0
1/4/20,China,0,0,44,0
1/5/20,China,15,0,59,0
1/6/20,China,0,0,59,0
1/7/20,China,0,0,59,0
1/8/20,China,0,0,59,0
1/9/20,China,0,0,59,0
1/10/20,China,0,0,59,0
1/11/20,China,0,1,59,1
1/12/20,China,0,0,59,1
1/13/20,China,0,0,59,1
1/14/20,China,0,0,59,1
1/15/20,China,0,1,59,2
1/16/20,China,0,0,59,2
1/17/20,China,4,0,63,2
1/18/20,China,17,0,80,2
1/19/20,China,136,1,216,3
1/20/20,China,19,0,235,3
1/21/20,China,151,3,386,6
1/22/20,China,140,11,526,17
1/23/20,China,97,0,623,17
1/24/20,China,259,9,882,26
1/25/20,China,441,15,1323,41
1/26/20,China,665,15,1988,56
1/27/20,China,787,25,2775,81
1/28/20,China,1753,25,4528,106
1/29/20,China,1466,26,5994,132
1/30/20,China,1740,38,7734,170
1/31/20,China,1980,43,9714,213
2/1/20,China,2095,46,11809,259
2/2/20,China,2590,45,14399,304
2/3/20,China,2812,57,17211,361
2/4/20,China,3237,65,20448,426
2/5/20,China,3872,66,24320,492
2/6/20,China,3727,72,28047,564
2/7/20,China,3160,73,31207,637
2/8/20,China,3418,86,34625,723
2/9/20,China,2607,89,37232,812
2/10/20,China,2974,97,40206,909
2/11/20,China,2490,108,42696,1017
2/12/20,China,2028,97,44724,1114
2/13/20,China,15141,254,59865,1368
2/14/20,China,4156,13,64021,1381
2/15/20,China,2538,143,66559,1524
2/16/20,China,2007,142,68566,1666
2/17/20,China,2052,105,70618,1771
2/18/20,China,1890,98,72508,1869
2/19/20,China,1750,139,74258,2008
2/20/20,China,394,112,74652,2120
2/21/20,China,891,118,75543,2238
2/22/20,China,826,109,76369,2347
2/23/20,China,647,98,77016,2445
2/24/20,China,218,150,77234,2595
2/25/20,China,515,70,77749,2665
2/26/20,China,410,52,78159,2717
2/27/20,China,439,29,78598,2746
2/28/20,China,329,44,78927,2790
2/29/20,China,428,47,79355,2837
3/1/20,China,574,35,79929,2872
3/2/20,China,205,42,80134,2914
3/3/20,China,127,32,80261,2946
3/4/20,China,119,37,80380,2983
3/5/20,China,117,31,80497,3014
3/6/20,China,170,30,80667,3044
3/7/20,China,101,28,80768,3072
3/8/20,China,46,27,80814,3099
3/9/20,China,45,23,80859,3122
3/10/20,China,20,17,80879,3139
3/11/20,China,29,22,80908,3161
3/12/20,China,24,11,80932,3172
3/13/20,China,22,7,80954,3179
3/14/20,China,19,15,80973,3194
3/15/20,China,22,9,80995,3203
3/16/20,China,25,14,81020,3217
3/17/20,China,110,9,81130,3226
3/18/20,China,33,16,81163,3242
3/19/20,China,75,8,81238,3250
3/20/20,China,99,4,81337,3254
3/21/20,China,79,7,81416,3261
3/22/20,China,83,6,81499,3267
3/23/20,China,150,9,81649,3276
3/24/20,China,99,7,81748,3283
3/25/20,China,99,4,81847,3287
3/7/20,Colombia,1,0,1,0
3/10/20,Colombia,2,0,3,0
3/12/20,Colombia,6,0,9,0
3/14/20,Colombia,7,0,16,0
3/15/20,Colombia,18,0,34,0
3/16/20,Colombia,11,0,45,0
3/17/20,Colombia,12,0,57,0
3/18/20,Colombia,8,0,65,0
3/19/20,Colombia,37,0,102,0
3/20/20,Colombia,26,0,128,0
3/21/20,Colombia,30,0,158,0
3/22/20,Colombia,52,1,210,1
3/23/20,Colombia,25,1,235,2
3/24/20,Colombia,0,1,235,3
3/25/20,Colombia,0,0,235,3
3/16/20,Congo,1,0,1,0
3/17/20,Congo,0,0,1,0
3/18/20,Congo,0,0,1,0
3/19/20,Congo,2,0,3,0
3/20/20,Congo,0,0,3,0
3/21/20,Congo,0,0,3,0
3/22/20,Congo,1,0,4,0
3/23/20,Congo,0,0,4,0
3/24/20,Congo,0,0,4,0
3/25/20,Congo,0,0,4,0
3/7/20,Costa Rica,1,0,1,0
3/9/20,Costa Rica,4,0,5,0
3/10/20,Costa Rica,4,0,9,0
3/11/20,Costa Rica,4,0,13,0
3/12/20,Costa Rica,9,0,22,0
3/13/20,Costa Rica,1,0,23,0
3/14/20,Costa Rica,3,0,26,0
3/15/20,Costa Rica,1,0,27,0
3/16/20,Costa Rica,8,0,35,0
3/17/20,Costa Rica,6,0,41,0
3/18/20,Costa Rica,9,0,50,0
3/19/20,Costa Rica,19,1,69,1
3/20/20,Costa Rica,18,0,87,1
3/21/20,Costa Rica,26,1,113,2
3/22/20,Costa Rica,4,0,117,2
3/23/20,Costa Rica,17,0,134,2
3/24/20,Costa Rica,24,0,158,2
3/25/20,Costa Rica,19,0,177,2
3/12/20,Cote d'Ivoire,1,0,1,0
3/15/20,Cote d'Ivoire,3,0,4,0
3/16/20,Cote d'Ivoire,0,0,4,0
3/17/20,Cote d'Ivoire,1,0,5,0
3/18/20,Cote d'Ivoire,0,0,5,0
3/19/20,Cote d'Ivoire,1,0,6,0
3/20/20,Cote d'Ivoire,3,0,9,0
3/21/20,Cote d'Ivoire,5,0,14,0
3/22/20,Cote d'Ivoire,3,0,17,0
3/23/20,Cote d'Ivoire,8,0,25,0
3/24/20,Cote d'Ivoire,0,0,25,0
3/25/20,Cote d'Ivoire,48,0,73,0
12/31/19,Croatia,0,0,0,0
1/1/20,Croatia,0,0,0,0
1/2/20,Croatia,0,0,0,0
1/3/20,Croatia,0,0,0,0
1/4/20,Croatia,0,0,0,0
1/5/20,Croatia,0,0,0,0
1/6/20,Croatia,0,0,0,0
1/7/20,Croatia,0,0,0,0
1/8/20,Croatia,0,0,0,0
1/9/20,Croatia,0,0,0,0
1/10/20,Croatia,0,0,0,0
1/11/20,Croatia,0,0,0,0
1/12/20,Croatia,0,0,0,0
1/13/20,Croatia,0,0,0,0
1/14/20,Croatia,0,0,0,0
1/15/20,Croatia,0,0,0,0
1/16/20,Croatia,0,0,0,0
1/17/20,Croatia,0,0,0,0
1/18/20,Croatia,0,0,0,0
1/19/20,Croatia,0,0,0,0
1/20/20,Croatia,0,0,0,0
1/21/20,Croatia,0,0,0,0
1/22/20,Croatia,0,0,0,0
1/23/20,Croatia,0,0,0,0
1/24/20,Croatia,0,0,0,0
1/25/20,Croatia,0,0,0,0
1/26/20,Croatia,0,0,0,0
1/27/20,Croatia,0,0,0,0
1/28/20,Croatia,0,0,0,0
1/29/20,Croatia,0,0,0,0
1/30/20,Croatia,0,0,0,0
1/31/20,Croatia,0,0,0,0
2/1/20,Croatia,0,0,0,0
2/2/20,Croatia,0,0,0,0
2/3/20,Croatia,0,0,0,0
2/4/20,Croatia,0,0,0,0
2/5/20,Croatia,0,0,0,0
2/6/20,Croatia,0,0,0,0
2/7/20,Croatia,0,0,0,0
2/8/20,Croatia,0,0,0,0
2/9/20,Croatia,0,0,0,0
2/10/20,Croatia,0,0,0,0
2/11/20,Croatia,0,0,0,0
2/12/20,Croatia,0,0,0,0
2/13/20,Croatia,0,0,0,0
2/14/20,Croatia,0,0,0,0
2/15/20,Croatia,0,0,0,0
2/16/20,Croatia,0,0,0,0
2/17/20,Croatia,0,0,0,0
2/18/20,Croatia,0,0,0,0
2/19/20,Croatia,0,0,0,0
2/20/20,Croatia,0,0,0,0
2/21/20,Croatia,0,0,0,0
2/22/20,Croatia,0,0,0,0
2/23/20,Croatia,0,0,0,0
2/24/20,Croatia,0,0,0,0
2/25/20,Croatia,0,0,0,0
2/26/20,Croatia,1,0,1,0
2/27/20,Croatia,1,0,2,0
2/28/20,Croatia,1,0,3,0
2/29/20,Croatia,2,0,5,0
3/1/20,Croatia,0,0,5,0
3/2/20,Croatia,2,0,7,0
3/3/20,Croatia,1,0,8,0
3/4/20,Croatia,1,0,9,0
3/6/20,Croatia,1,0,10,0
3/7/20,Croatia,1,0,11,0
3/8/20,Croatia,1,0,12,0
3/11/20,Croatia,1,0,13,0
3/12/20,Croatia,3,0,16,0
3/13/20,Croatia,9,0,25,0
3/14/20,Croatia,6,0,31,0
3/15/20,Croatia,6,0,37,0
3/16/20,Croatia,11,0,48,0
3/17/20,Croatia,8,0,56,0
3/18/20,Croatia,13,0,69,0
3/19/20,Croatia,12,0,81,0
3/20/20,Croatia,23,0,104,0
3/21/20,Croatia,22,0,126,0
3/22/20,Croatia,80,0,206,0
3/23/20,Croatia,29,0,235,0
3/24/20,Croatia,71,0,306,0
3/25/20,Croatia,76,1,382,1
3/12/20,Cuba,3,0,3,0
3/14/20,Cuba,1,0,4,0
3/15/20,Cuba,0,0,4,0
3/18/20,Cuba,3,0,7,0
3/19/20,Cuba,4,1,11,1
3/20/20,Cuba,5,0,16,1
3/21/20,Cuba,5,0,21,1
3/22/20,Cuba,4,0,25,1
3/23/20,Cuba,10,0,35,1
3/24/20,Cuba,5,0,40,1
3/25/20,Cuba,8,0,48,1
3/10/20,Cyprus,2,0,2,0
